pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,3,2,14,2,,,,,51.143837199997506,,51.13362999999663,51.143837199997506,52.14380770000571,52.14380770000571,52.14380770000571,52.14380770000571,52.14380770000571,53.1441072000016,53.1441072000016,54.018082499998854,c,1,0.8581084000034025,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-150,z,3,3,15,3,,,,,54.02857930000755,,54.020091300000786,54.02857930000755,55.02799760000198,55.02799760000198,55.02799760000198,55.02799760000198,55.02799760000198,56.027920000007725,56.027920000007725,56.85031650000019,z,1,0.81556869999622,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-50,x,4,0,16,0,,,,,56.861607200000435,,56.85137620000751,56.861607200000435,57.86218290000397,57.86218290000397,57.86218290000397,57.86218290000397,57.86218290000397,58.861553199996706,58.861553199996706,59.61833290000504,x,1,0.7532506999996258,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
150,v,4,1,17,1,,,,,59.62989359999483,,59.6201296000072,59.62989359999483,60.62917100000777,60.62917100000777,60.62917100000777,60.62917100000777,60.62917100000777,61.62891810000292,61.62891810000292,62.651096600005985,v,1,1.0088518999982625,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
50,c,4,2,18,2,,,,,62.662438100000145,,62.65235050000774,62.662438100000145,63.66261179999856,63.66261179999856,63.66261179999856,63.66261179999856,63.66261179999856,64.66301960000419,64.66301960000419,65.61820660000376,c,1,0.9402771000022767,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-150,z,4,3,19,3,,,,,65.6298431000032,,65.61946689999604,65.6298431000032,66.63015549999545,66.63015549999545,66.63015549999545,66.63015549999545,66.63015549999545,67.63013050000882,67.63013050000882,68.23540079999657,z,1,0.588008799997624,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-50,x,5,0,20,0,,,,,68.2469420999987,,68.23653760000889,68.2469420999987,69.24707620000117,69.24707620000117,69.24707620000117,69.24707620000117,69.24707620000117,70.24724589999823,70.24724589999823,70.92042819999915,x,1,0.6673383000015747,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
150,v,5,1,21,1,,,,,70.93064010000671,,70.92168889999448,70.93064010000671,71.93153950000124,71.93153950000124,71.93153950000124,71.93153950000124,71.93153950000124,72.93113900000753,72.93113900000753,74.05664769999566,v,1,1.1151832999894395,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
50,c,5,2,22,2,,,,,74.08101180000813,,74.05861130000267,74.08101180000813,75.06452620000346,75.06452620000346,75.06452620000346,75.06452620000346,75.08258689999639,76.06478309999511,76.06478309999511,76.9537696000043,c,1,0.8770798000041395,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-150,z,5,3,23,3,,,,,76.96515930000169,,76.95502619999752,76.96515930000169,77.96534999999858,77.96534999999858,77.96534999999858,77.96534999999858,77.96534999999858,78.96545400000468,78.96545400000468,79.65365049999673,z,1,0.6716826000047149,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-50,x,6,0,24,0,,,,,79.66642460000003,,79.65483060000406,79.66642460000003,80.66549010000017,80.66549010000017,80.66549010000017,80.66549010000017,80.66549010000017,81.66644220000308,81.66644220000308,82.25521070000832,x,1,0.5871163999981945,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
150,v,6,1,25,1,,,,,82.26707850000821,,82.25639880000381,82.26707850000821,83.26628569999593,83.26628569999593,83.26628569999593,83.26628569999593,83.26628569999593,84.26718999999866,84.26718999999866,85.45509730000049,v,1,1.1745523999998113,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
50,c,6,2,26,2,,,,,85.46679720000247,,85.4562442000024,85.46679720000247,86.46722439999576,86.46722439999576,86.46722439999576,86.46722439999576,86.46722439999576,87.4670225000009,87.4670225000009,88.32277529999556,c,1,0.8392366000043694,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-150,z,6,3,27,3,,,,,88.3341431000008,,88.32395859999815,88.3341431000008,89.33413200000359,89.33413200000359,89.33413200000359,89.33413200000359,89.33413200000359,90.33412379999936,90.33412379999936,91.12453489999461,z,1,0.7749066999967908,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-50,x,7,0,28,0,,,,,91.13445440000214,,91.12660580000374,91.13445440000214,92.13449430000037,92.13449430000037,92.13449430000037,92.13449430000037,92.13449430000037,93.13451960000384,93.13451960000384,93.92957710000337,x,1,0.7876269999978831,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
150,v,7,1,29,1,,,,,93.95111890000408,,93.93061039999884,93.95111890000408,94.93519839999499,94.93519839999499,94.93519839999499,94.93519839999499,94.9678944000043,95.93590630000108,95.93590630000108,96.79015100000834,v,1,0.8451867999974638,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
50,c,7,2,30,2,,,,,96.80215269999462,,96.79130739999528,96.80215269999462,97.80229809999582,97.80229809999582,97.80229809999582,97.80229809999582,97.80229809999582,98.80248320000828,98.80248320000828,99.62390639999649,c,1,0.8107525999948848,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-150,z,7,3,31,3,,,,,99.63625690000481,,99.6251137000072,99.63625690000481,100.6366096999991,100.6366096999991,100.6366096999991,100.6366096999991,100.6366096999991,101.63612439999997,101.63612439999997,102.40844379999908,z,1,0.7613819999969564,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-50,x,8,0,32,0,,,,,102.42012480000267,,102.41040720000456,102.42012480000267,103.42003839999961,103.42003839999961,103.42003839999961,103.42003839999961,103.42003839999961,104.42004409999936,104.42004409999936,105.17612889999873,x,1,0.7480792999995174,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
150,v,8,1,33,1,,,,,105.18780319999496,,105.17735399999947,105.18780319999496,106.18777040000714,106.18777040000714,106.18777040000714,106.18777040000714,106.18777040000714,107.18706860000384,107.18706860000384,108.12586230000306,v,1,0.9252780999959214,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
50,c,8,2,34,2,,,,,108.13735299999826,,108.12703519999923,108.13735299999826,109.1377499000082,109.1377499000082,109.1377499000082,109.1377499000082,109.1377499000082,110.13816580000275,110.13816580000275,110.94300549999753,c,1,0.7907829999894602,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-150,z,8,3,35,3,,,,,110.95526709999831,,110.94420959999843,110.95526709999831,111.95485940000799,111.95485940000799,111.95485940000799,111.95485940000799,111.95485940000799,112.95498120000411,112.95498120000411,113.89455019999878,z,1,0.9337349999987055,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
-50,x,9,0,36,0,,,,,113.90551359999517,,113.89564000000246,113.90551359999517,114.92116330000863,114.92116330000863,114.92116330000863,114.92116330000863,114.92116330000863,115.90519869999844,115.90519869999844,116.70999750000192,x,1,0.7894880000094417,None,398324,001,2024-10-17_18h14.06.959,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 18h14.14.971627 +0530,
